"PROBEID","ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"200634_at","200634_at","profilin 1","PFN1","5216","","","","Homo sapiens profilin 1 (PFN1), mRNA",394582017,"NM_005022",NA,NA,"","17p13.3","Chromosome 17, NC_000017.11 (4945650..4949088, complement)","Rho GTPase binding///actin binding///actin monomer binding///adenyl-nucleotide exchange factor activity///cadherin binding involved in cell-cell adhesion///phosphatidylinositol-4,5-bisphosphate binding///poly(A) RNA binding///proline-rich region binding///protein binding///receptor binding","Wnt signaling pathway, planar cell polarity pathway///actin cytoskeleton organization///cell-cell adhesion///cellular response to growth factor stimulus///negative regulation of actin filament bundle assembly///negative regulation of actin filament polymerization///negative regulation of stress fiber assembly///neural tube closure///positive regulation of ATPase activity///positive regulation of DNA metabolic process///positive regulation of actin filament bundle assembly///positive regulation of actin filament polymerization///positive regulation of epithelial cell migration///positive regulation of ruffle assembly///positive regulation of stress fiber assembly///positive regulation of transcription from RNA polymerase II promoter///positive regulation of viral transcription///protein stabilization","blood microparticle///cell cortex///cell-cell adherens junction///cytoplasm///cytoskeleton///cytosol///extracellular exosome///focal adhesion///membrane///neuron projection///nucleus///synapse","GO:0017048///GO:0003779///GO:0003785///GO:0000774///GO:0098641///GO:0005546///GO:0044822///GO:0070064///GO:0005515///GO:0005102","GO:0060071///GO:0030036///GO:0098609///GO:0071363///GO:0032232///GO:0030837///GO:0051497///GO:0001843///GO:0032781///GO:0051054///GO:0032233///GO:0030838///GO:0010634///GO:1900029///GO:0051496///GO:0045944///GO:0050434///GO:0050821","GO:0072562///GO:0005938///GO:0005913///GO:0005737///GO:0005856///GO:0005829///GO:0070062///GO:0005925///GO:0016020///GO:0043005///GO:0005634///GO:0045202",0.716499133333334,8.34772054545455,2.7472767974306,0.0112423232838695,0.999988917839134,-4.32306733346391,"PFN1","profilin 1"
"200643_at","200643_at","high density lipoprotein binding protein","HDLBP","3069","","","","Homo sapiens high density lipoprotein binding protein (HDLBP), transcript variant 1, mRNA",1004170703,"NM_005336",NA,NA,"","2q37.3","Chromosome 2, NC_000002.12 (241227264..241315842, complement)","cadherin binding involved in cell-cell adhesion///lipid binding///poly(A) RNA binding///protein binding","cell-cell adhesion///cholesterol metabolic process///lipid transport","cell-cell adherens junction///cytoplasm///high-density lipoprotein particle///nucleus///plasma membrane","GO:0098641///GO:0008289///GO:0044822///GO:0005515","GO:0098609///GO:0008203///GO:0006869","GO:0005913///GO:0005737///GO:0034364///GO:0005634///GO:0005886",0.551219700000001,7.94839718181818,2.13943960136058,0.0428194345748403,0.999988917839134,-4.43293328599345,"HDLBP","high density lipoprotein binding protein"
"200663_at","200663_at","CD63 molecule","CD63","967","","","","Homo sapiens CD63 molecule (CD63), transcript variant 1, mRNA",383872437,"NM_001780",NA,NA,"","12q13.2","Chromosome 12, NC_000012.12 (55725443..55729673, complement)","protein binding///protein complex binding","cell migration///cell-matrix adhesion///cellular protein localization///endosome to melanosome transport///epithelial cell differentiation///negative regulation of epithelial cell migration///pigment granule maturation///platelet degranulation///positive regulation of cell adhesion///positive regulation of integrin-mediated signaling pathway///positive regulation of receptor internalization///protein transport///regulation of rubidium ion transport///regulation of vascular endothelial growth factor signaling pathway","cell surface///endosome lumen///endosome membrane///extracellular exosome///extracellular space///integral component of plasma membrane///intrinsic component of plasma membrane///late endosome membrane///lysosomal membrane///melanosome///multivesicular body membrane///multivesicular body, internal vesicle///plasma membrane///platelet dense granule membrane///protein complex","GO:0005515///GO:0032403","GO:0016477///GO:0007160///GO:0034613///GO:0035646///GO:0030855///GO:0010633///GO:0048757///GO:0002576///GO:0045785///GO:2001046///GO:0002092///GO:0015031///GO:2000680///GO:1900746","GO:0009986///GO:0031904///GO:0010008///GO:0070062///GO:0005615///GO:0005887///GO:0031226///GO:0031902///GO:0005765///GO:0042470///GO:0032585///GO:0097487///GO:0005886///GO:0031088///GO:0043234",0.543373333333339,9.27533622727273,2.45579588525292,0.0217124389056958,0.999988917839134,-4.37655963733662,"CD63","CD63 molecule"
"200721_s_at","200721_s_at","ARP1 actin-related protein 1 homolog A, centractin alpha","ACTR1A","10121","","","","Homo sapiens ARP1 actin-related protein 1 homolog A, centractin alpha (ACTR1A), mRNA",197313723,"NM_005736",NA,NA,"","10q24.32","Chromosome 10, NC_000010.11 (102479229..102502755, complement)","ATP binding","G2/M transition of mitotic cell cycle///antigen processing and presentation of exogenous peptide antigen via MHC class II///vesicle-mediated transport","centrosome///cytoplasm///cytosol///dynactin complex///extracellular exosome///microtubule associated complex///microtubule cytoskeleton///microtubule end///myelin sheath","GO:0005524","GO:0000086///GO:0019886///GO:0016192","GO:0005813///GO:0005737///GO:0005829///GO:0005869///GO:0070062///GO:0005875///GO:0015630///GO:1990752///GO:0043209",0.765850966666667,9.97938977272727,2.12132362177469,0.044461482087814,0.999988917839134,-4.43608033716757,"ACTR1A","actin related protein 1A"
"200724_at","200724_at","small nucleolar RNA, H/ACA box 70///ribosomal protein L10","SNORA70///RPL10","26778///6134","","","","Homo sapiens ribosomal protein L10, mRNA (cDNA clone MGC:5189 IMAGE:2900175), complete cds",13097176,"BC003358",NA,NA,"","Xq28///Xq28","Chromosome X, NC_000023.11 (154400281..154400415)///Chromosome X, NC_000023.11 (154398065..154402339)","poly(A) RNA binding///protein binding///structural constituent of ribosome///structural constituent of ribosome","SRP-dependent cotranslational protein targeting to membrane///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///rRNA processing///ribosomal large subunit assembly///translation///translation///translation///translational initiation///viral transcription","cytosol///cytosolic large ribosomal subunit///endoplasmic reticulum///membrane","GO:0044822///GO:0005515///GO:0003735///GO:0003735","GO:0006614///GO:0000184///GO:0006364///GO:0000027///GO:0006412///GO:0006412///GO:0006412///GO:0006413///GO:0019083","GO:0005829///GO:0022625///GO:0005783///GO:0016020",-0.607501233333331,6.42254877272727,-2.28846306211433,0.0312526665125217,0.999988917839134,-4.40667941084931,"RPL10","ribosomal protein L10"
"200728_at","200728_at","ARP2 actin related protein 2 homolog","ACTR2","10097","","","","601339864F1 NIH_MGC_53 Homo sapiens cDNA clone IMAGE:3682406 5-, mRNA sequence",9810010,"BE566290",NA,NA,"","2p14","Chromosome 2, NC_000002.12 (65227695..65271253)","ATP binding///contributes_to actin filament binding///structural constituent of cytoskeleton","Arp2/3 complex-mediated actin nucleation///Fc-gamma receptor signaling pathway involved in phagocytosis///asymmetric cell division///cilium assembly///cytosolic transport///ephrin receptor signaling pathway///establishment or maintenance of cell polarity///meiotic chromosome movement towards spindle pole///meiotic cytokinesis///movement of cell or subcellular component///spindle localization","Arp2/3 protein complex///Arp2/3 protein complex///actin cap///actin cytoskeleton///cell projection///cytoplasm///cytosol///extracellular exosome///focal adhesion///membrane","GO:0005524///contributes_to GO:0051015///GO:0005200","GO:0034314///GO:0038096///GO:0008356///GO:0042384///GO:0016482///GO:0048013///GO:0007163///GO:0016344///GO:0033206///GO:0006928///GO:0051653","GO:0005885///GO:0005885///GO:0030478///GO:0015629///GO:0042995///GO:0005737///GO:0005829///GO:0070062///GO:0005925///GO:0016020",0.866241600000001,8.3158715,2.11992153159152,0.0445908945953168,0.999988917839134,-4.43632346485047,"ACTR2","actin related protein 2"
"200735_x_at","200735_x_at","nascent polypeptide-associated complex alpha subunit","NACA","4666","","","","Homo sapiens nascent polypeptide-associated complex alpha subunit (NACA), transcript variant 3, mRNA",994318266,"NM_005594",NA,NA,"","12q23-q24.1","Chromosome 12, NC_000012.12 (56712427..56726275, complement)","DNA binding","regulation of transcription, DNA-templated///transcription, DNA-templated","cytoplasm///nucleus","GO:0003677","GO:0006355///GO:0006351","GO:0005737///GO:0005634",0.714288400000003,10.4856739545455,2.24033259051832,0.0346335050180259,0.999988917839134,-4.41522546298486,"NACA","nascent polypeptide associated complex subunit alpha"
"200790_at","200790_at","ornithine decarboxylase 1","ODC1","4953","","","","Homo sapiens ornithine decarboxylase 1 (ODC1), transcript variant 1, mRNA",563580283,"NM_002539",NA,NA,"","2p25","Chromosome 2, NC_000002.12 (10440371..10448554, complement)","ornithine decarboxylase activity///ornithine decarboxylase activity///ornithine decarboxylase activity///protein binding///protein homodimerization activity","kidney development///polyamine metabolic process///positive regulation of cell proliferation///putrescine biosynthetic process from ornithine///putrescine biosynthetic process from ornithine///putrescine biosynthetic process from ornithine///regulation of cellular amino acid metabolic process///regulation of protein catabolic process///response to virus","cellular_component///cytoplasm///cytoplasm///cytosol///perinuclear region of cytoplasm","GO:0004586///GO:0004586///GO:0004586///GO:0005515///GO:0042803","GO:0001822///GO:0006595///GO:0008284///GO:0033387///GO:0033387///GO:0033387///GO:0006521///GO:0042176///GO:0009615","GO:0005575///GO:0005737///GO:0005737///GO:0005829///GO:0048471",1.25944396666667,6.37679513636364,3.1190711227916,0.00468333218995005,0.999988917839134,-4.25425936209241,"ODC1","ornithine decarboxylase 1"
"200797_s_at","200797_s_at","BCL2 family apoptosis regulator","MCL1","4170","","","","qw03a03.x1 NCI_CGAP_Ut3 Homo sapiens cDNA clone IMAGE:1989964 3-, mRNA sequence",3897964,"AI275690",NA,NA,"","1q21","Chromosome 1, NC_000001.11 (150574551..150579738, complement)","BH3 domain binding///protein binding///protein channel activity///protein heterodimerization activity///protein homodimerization activity","apoptotic mitochondrial changes///cell fate determination///cellular homeostasis///extrinsic apoptotic signaling pathway in absence of ligand///intrinsic apoptotic signaling pathway in response to DNA damage///multicellular organism development///negative regulation of anoikis///negative regulation of apoptotic process///negative regulation of extrinsic apoptotic signaling pathway in absence of ligand///negative regulation of intrinsic apoptotic signaling pathway///positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway///protein transmembrane transport///regulation of response to DNA damage stimulus///response to cytokine","Bcl-2 family protein complex///cytoplasm///cytosol///integral component of membrane///membrane///membrane///mitochondrial matrix///mitochondrial outer membrane///mitochondrion///nucleoplasm///nucleus","GO:0051434///GO:0005515///GO:0015266///GO:0046982///GO:0042803","GO:0008637///GO:0001709///GO:0019725///GO:0097192///GO:0008630///GO:0007275///GO:2000811///GO:0043066///GO:2001240///GO:2001243///GO:1903378///GO:0071806///GO:2001020///GO:0034097","GO:0097136///GO:0005737///GO:0005829///GO:0016021///GO:0016020///GO:0016020///GO:0005759///GO:0005741///GO:0005739///GO:0005654///GO:0005634",0.744213866666667,7.62792790909091,2.68598790089113,0.0129406778302532,0.999988917839134,-4.33438502267169,"MCL1","MCL1 apoptosis regulator, BCL2 family member"
"200806_s_at","200806_s_at","heat shock protein family D (Hsp60) member 1","HSPD1","3329","","","","601111293F1 NIH_MGC_16 Homo sapiens cDNA clone IMAGE:3352031 5-, mRNA sequence",9126938,"BE256479",NA,NA,"","2q33.1","Chromosome 2, NC_000002.12 (197486584..197500274, complement)","ATP binding///ATPase activity///DNA replication origin binding///chaperone binding///double-stranded RNA binding///lipopolysaccharide binding///p53 binding///poly(A) RNA binding///protein binding///single-stranded DNA binding///ubiquitin protein ligase binding///unfolded protein binding///unfolded protein binding","'de novo' protein folding///B cell activation///B cell cytokine production///B cell proliferation///MyD88-dependent toll-like receptor signaling pathway///T cell activation///activation of cysteine-type endopeptidase activity involved in apoptotic process///chaperone-mediated protein complex assembly///isotype switching to IgG isotypes///negative regulation of apoptotic process///positive regulation of T cell activation///positive regulation of T cell activation///positive regulation of T cell mediated immune response to tumor cell///positive regulation of apoptotic process///positive regulation of interferon-alpha production///positive regulation of interferon-gamma production///positive regulation of interferon-gamma production///positive regulation of interleukin-10 production///positive regulation of interleukin-12 production///positive regulation of interleukin-6 production///positive regulation of macrophage activation///protein maturation///protein refolding///protein stabilization///protein stabilization///response to cold///response to unfolded protein///viral process","cell surface///clathrin-coated pit///coated vesicle///colocalizes_with cyclin-dependent protein kinase activating kinase holoenzyme complex///cytoplasm///cytosol///early endosome///extracellular exosome///extracellular matrix///extracellular space///lipopolysaccharide receptor complex///membrane///mitochondrial inner membrane///mitochondrial matrix///mitochondrion///protein complex///secretory granule","GO:0005524///GO:0016887///GO:0003688///GO:0051087///GO:0003725///GO:0001530///GO:0002039///GO:0044822///GO:0005515///GO:0003697///GO:0031625///GO:0051082///GO:0051082","GO:0006458///GO:0042113///GO:0002368///GO:0042100///GO:0002755///GO:0042110///GO:0006919///GO:0051131///GO:0048291///GO:0043066///GO:0050870///GO:0050870///GO:0002842///GO:0043065///GO:0032727///GO:0032729///GO:0032729///GO:0032733///GO:0032735///GO:0032755///GO:0043032///GO:0051604///GO:0042026///GO:0050821///GO:0050821///GO:0009409///GO:0006986///GO:0016032","GO:0009986///GO:0005905///GO:0030135///colocalizes_with GO:0019907///GO:0005737///GO:0005829///GO:0005769///GO:0070062///GO:0031012///GO:0005615///GO:0046696///GO:0016020///GO:0005743///GO:0005759///GO:0005739///GO:0043234///GO:0030141",1.00671373333333,7.49609459090909,2.1276084829701,0.0438855222982885,0.999988917839134,-4.43498973904174,"HSPD1","heat shock protein family D (Hsp60) member 1"
"200841_s_at","200841_s_at","glutamyl-prolyl-tRNA synthetase","EPRS","2058","","","","",NA,"",NA,NA,"","1q41","Chromosome 1, NC_000001.11 (219968600..220046658, complement)","ATP binding///GTPase binding///RNA stem-loop binding///glutamate-tRNA ligase activity///proline-tRNA ligase activity///proline-tRNA ligase activity///protein binding","cellular response to interferon-gamma///glutamyl-tRNA aminoacylation///negative regulation of translation///negative regulation of translation///prolyl-tRNA aminoacylation///protein complex assembly///tRNA aminoacylation for protein translation","GAIT complex///aminoacyl-tRNA synthetase multienzyme complex///cytoplasm///cytosol///intracellular ribonucleoprotein complex///membrane","GO:0005524///GO:0051020///GO:0035613///GO:0004818///GO:0004827///GO:0004827///GO:0005515","GO:0071346///GO:0006424///GO:0017148///GO:0017148///GO:0006433///GO:0006461///GO:0006418","GO:0097452///GO:0017101///GO:0005737///GO:0005829///GO:0030529///GO:0016020",0.673492933333336,6.8268155,2.21975232142632,0.0361779883187884,0.999988917839134,-4.41886114551137,"EPRS1","glutamyl-prolyl-tRNA synthetase 1"
"200857_s_at","200857_s_at","nuclear receptor corepressor 1","NCOR1","9611","","","","Homo sapiens nuclear receptor corepressor 1 (NCOR1), transcript variant 1, mRNA",298919177,"NM_006311",NA,NA,"","17p11.2","Chromosome 17, NC_000017.11 (16030094..16216746, complement)","RNA polymerase II activating transcription factor binding///RNA polymerase II regulatory region DNA binding///chromatin binding///estrogen receptor binding///histone deacetylase binding///ligand-dependent nuclear receptor binding///nuclear hormone receptor binding///peroxisome proliferator activated receptor binding///protein binding///protein domain specific binding///retinoid X receptor binding///thyroid hormone receptor binding///transcription corepressor activity///transcription corepressor activity///transcription regulatory region DNA binding","cellular lipid metabolic process///cerebellum development///circadian rhythm///covalent chromatin modification///lactation///negative regulation of JNK cascade///negative regulation of production of miRNAs involved in gene silencing by miRNA///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription from RNA polymerase II promoter///positive regulation of cell proliferation///regulation of fatty acid transport///regulation of glycolytic process by negative regulation of transcription from RNA polymerase II promoter///regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter///skeletal muscle tissue development///spindle assembly///transcription from RNA polymerase II promoter","colocalizes_with Sin3 complex///colocalizes_with histone deacetylase complex///membrane///nuclear chromatin///nucleoplasm///nucleus///nucleus///perinuclear region of cytoplasm///spindle microtubule///transcriptional repressor complex","GO:0001102///GO:0001012///GO:0003682///GO:0030331///GO:0042826///GO:0016922///GO:0035257///GO:0042975///GO:0005515///GO:0019904///GO:0046965///GO:0046966///GO:0003714///GO:0003714///GO:0044212","GO:0044255///GO:0021549///GO:0007623///GO:0016569///GO:0007595///GO:0046329///GO:1903799///GO:0000122///GO:0000122///GO:0008284///GO:2000191///GO:0072362///GO:0072368///GO:0007519///GO:0051225///GO:0006366","colocalizes_with GO:0016580///colocalizes_with GO:0000118///GO:0016020///GO:0000790///GO:0005654///GO:0005634///GO:0005634///GO:0048471///GO:0005876///GO:0017053",0.576208100000003,6.643105,2.23997937595776,0.0346594998535376,0.999988917839134,-4.41528795782262,"NCOR1","nuclear receptor corepressor 1"
"200875_s_at","200875_s_at","microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein","MIR1292///SNORD110///SNORD86///SNORD57///NOP56","100302138///692213///692201///26792///10528","","","","Homo sapiens NOP56 ribonucleoprotein (NOP56), transcript variant 1, mRNA",343183410,"NM_006392",NA,NA,"","20p13///20p13///20p13///20p13","Chromosome 20, NC_000020.11 (2652777..2652842)///Chromosome 20, NC_000020.11 (2654212..2654286)///Chromosome 20, NC_000020.11 (2656097..2656182)///Chromosome 20, NC_000020.11 (2656939..2657010)///Chromosome 20, NC_000020.11 (2652532..2658393)","RNA binding///cadherin binding involved in cell-cell adhesion///histone methyltransferase binding///poly(A) RNA binding///protein binding///snoRNA binding","cell-cell adhesion///rRNA modification///rRNA processing","box C/D snoRNP complex///box C/D snoRNP complex///cell-cell adherens junction///cytoplasm///membrane///nucleolus///nucleoplasm///pre-snoRNP complex///small nucleolar ribonucleoprotein complex///small-subunit processome","GO:0003723///GO:0098641///GO:1990226///GO:0044822///GO:0005515///GO:0030515","GO:0098609///GO:0000154///GO:0006364","GO:0031428///GO:0031428///GO:0005913///GO:0005737///GO:0016020///GO:0005730///GO:0005654///GO:0070761///GO:0005732///GO:0032040",0.755732633333336,7.57543972727273,2.2010135397813,0.0376382872612112,0.999988917839134,-4.42216134340068,"NOP56","NOP56 ribonucleoprotein"
"200888_s_at","200888_s_at","small nucleolar RNA, H/ACA box 21///ribosomal protein L23","SNORA21///RPL23","619505///9349","","","","Homo sapiens ribosomal protein L23 (RPL23), mRNA",78190459,"NM_000978",NA,NA,"","17q12///17q","Chromosome 17, NC_000017.11 (38852863..38852995, complement)///Chromosome 17, NC_000017.11 (38850068..38853800, complement)","large ribosomal subunit rRNA binding///poly(A) RNA binding///protein binding///structural constituent of ribosome///structural constituent of ribosome","SRP-dependent cotranslational protein targeting to membrane///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///rRNA processing///ribosomal protein import into nucleus///translation///translational initiation///viral transcription","cytoplasm///cytosol///cytosolic large ribosomal subunit///extracellular exosome///extracellular matrix///focal adhesion///membrane///nucleolus///ribosome","GO:0070180///GO:0044822///GO:0005515///GO:0003735///GO:0003735","GO:0006614///GO:0000184///GO:0006364///GO:0006610///GO:0006412///GO:0006413///GO:0019083","GO:0005737///GO:0005829///GO:0022625///GO:0070062///GO:0031012///GO:0005925///GO:0016020///GO:0005730///GO:0005840",0.8927856,8.70054195454545,3.28024671685195,0.00317196570861097,0.999988917839134,-4.22461934151697,"RPL23","ribosomal protein L23"
"200894_s_at","200894_s_at","FK506 binding protein 4","FKBP4","2288","","","","",NA,"",NA,NA,"","12p13.33","Chromosome 12, NC_000012.12 (2794942..2805423)","ATP binding///FK506 binding///GTP binding///copper-dependent protein binding///glucocorticoid receptor binding///heat shock protein binding///peptidyl-prolyl cis-trans isomerase activity///phosphoprotein binding///poly(A) RNA binding///protein binding///protein binding, bridging///tau protein binding","androgen receptor signaling pathway///chaperone-mediated protein folding///copper ion transport///embryo implantation///male sex differentiation///negative regulation of microtubule polymerization///negative regulation of microtubule polymerization or depolymerization///negative regulation of neuron projection development///prostate gland development///protein complex localization///protein folding///protein peptidyl-prolyl isomerization///regulation of cellular response to heat///steroid hormone receptor complex assembly","axonal growth cone///cytoplasm///cytosol///endoplasmic reticulum membrane///extracellular exosome///microtubule///mitochondrion///neuronal cell body///nucleoplasm///nucleoplasm///perinuclear region of cytoplasm///protein complex","GO:0005524///GO:0005528///GO:0005525///GO:0032767///GO:0035259///GO:0031072///GO:0003755///GO:0051219///GO:0044822///GO:0005515///GO:0030674///GO:0048156","GO:0030521///GO:0061077///GO:0006825///GO:0007566///GO:0046661///GO:0031115///GO:0031111///GO:0010977///GO:0030850///GO:0031503///GO:0006457///GO:0000413///GO:1900034///GO:0006463","GO:0044295///GO:0005737///GO:0005829///GO:0005789///GO:0070062///GO:0005874///GO:0005739///GO:0043025///GO:0005654///GO:0005654///GO:0048471///GO:0043234",1.1742154,8.45825613636364,2.57314369687911,0.0167150062902061,0.999988917839134,-4.3551406122357,"FKBP4","FKBP prolyl isomerase 4"
"200900_s_at","200900_s_at","mannose-6-phosphate receptor, cation dependent","M6PR","4074","","","","",NA,"",NA,NA,"","12p13","Chromosome 12, NC_000012.12 (8940361..8949761, complement)","mannose binding///mannose transmembrane transporter activity///transmembrane signaling receptor activity","endosome to lysosome transport///mannose transport///receptor-mediated endocytosis///signal transduction","endosome///integral component of plasma membrane///late endosome///lysosomal membrane///membrane///perinuclear region of cytoplasm///trans-Golgi network///trans-Golgi network membrane///transport vesicle","GO:0005537///GO:0015578///GO:0004888","GO:0008333///GO:0015761///GO:0006898///GO:0007165","GO:0005768///GO:0005887///GO:0005770///GO:0005765///GO:0016020///GO:0048471///GO:0005802///GO:0032588///GO:0030133",0.903713600000001,7.19544490909091,2.47554092566395,0.0207846186963955,0.999988917839134,-4.3729701814281,"M6PR","mannose-6-phosphate receptor, cation dependent"
"200939_s_at","200939_s_at","arginine-glutamic acid dipeptide repeats","RERE","473","","","","Homo sapiens arginine-glutamic acid dipeptide repeats (RERE), transcript variant 1, mRNA",112382215,"NM_012102",NA,NA,"","1p36.23","Chromosome 1, NC_000001.11 (8352404..8826226, complement)","RNA polymerase II transcription coactivator activity///RNA polymerase II transcription corepressor activity///chromatin binding///poly-glutamine tract binding///protein binding///sequence-specific DNA binding///transcription factor activity, sequence-specific DNA binding///zinc ion binding","NLS-bearing protein import into nucleus///branching morphogenesis of a nerve///cerebellar Purkinje cell layer maturation///cerebellar granule cell precursor proliferation///chromatin remodeling///dendrite morphogenesis///negative regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///radial glia guided migration of Purkinje cell///transcription, DNA-templated","histone deacetylase complex///nucleus","GO:0001105///GO:0001106///GO:0003682///GO:0008267///GO:0005515///GO:0043565///GO:0003700///GO:0008270","GO:0006607///GO:0048755///GO:0021691///GO:0021930///GO:0006338///GO:0048813///GO:0000122///GO:0045944///GO:0021942///GO:0006351","GO:0000118///GO:0005634",0.770311500000003,5.62334018181818,2.73672142450594,0.0115189900622483,0.999988917839134,-4.3250181949576,"RERE","arginine-glutamic acid dipeptide repeats"
"200971_s_at","200971_s_at","stress-associated endoplasmic reticulum protein 1","SERP1","27230","","","","Homo sapiens stress-associated endoplasmic reticulum protein 1 (SERP1), mRNA",109809760,"NM_014445",NA,NA,"","3q25.1","Chromosome 3, NC_000003.12 (150541993..150603177, complement)","protein binding","IRE1-mediated unfolded protein response///cellular protein modification process///endoplasmic reticulum unfolded protein response///glucose metabolic process///multicellular organism aging///muscle organ morphogenesis///plasma membrane organization///positive regulation of growth hormone secretion///positive regulation of insulin secretion///positive regulation of organ growth///positive regulation of translation///post-embryonic development///protein glycosylation///protein transport///response to stress///skeletal system development","cytoplasmic microtubule///cytosol///endoplasmic reticulum///endoplasmic reticulum membrane///integral component of membrane///ribosome","GO:0005515","GO:0036498///GO:0006464///GO:0030968///GO:0006006///GO:0010259///GO:0048644///GO:0007009///GO:0060124///GO:0032024///GO:0046622///GO:0045727///GO:0009791///GO:0006486///GO:0015031///GO:0006950///GO:0001501","GO:0005881///GO:0005829///GO:0005783///GO:0005789///GO:0016021///GO:0005840",0.857125166666671,8.16189540909091,2.13851301852239,0.0429020800294483,0.999988917839134,-4.4330945021794,"SERP1","stress associated endoplasmic reticulum protein 1"
"200980_s_at","200980_s_at","pyruvate dehydrogenase (lipoamide) alpha 1","PDHA1","5160","","","","Homo sapiens pyruvate dehydrogenase (lipoamide) alpha 1 (PDHA1), transcript variant 1, mRNA",291084749,"NM_000284",NA,NA,"","Xp22.1","Chromosome X, NC_000023.11 (19343893..19361707)","pyruvate dehydrogenase (NAD+) activity///pyruvate dehydrogenase (acetyl-transferring) activity///pyruvate dehydrogenase activity","acetyl-CoA biosynthetic process from pyruvate///glucose metabolic process///glyoxylate metabolic process///mitochondrial acetyl-CoA biosynthetic process from pyruvate///pyruvate metabolic process///regulation of acetyl-CoA biosynthetic process from pyruvate///tricarboxylic acid cycle","mitochondrial matrix///mitochondrion///mitochondrion///myelin sheath///nucleus///pyruvate dehydrogenase complex","GO:0034604///GO:0004739///GO:0004738","GO:0006086///GO:0006006///GO:0046487///GO:0061732///GO:0006090///GO:0010510///GO:0006099","GO:0005759///GO:0005739///GO:0005739///GO:0043209///GO:0005634///GO:0045254",0.915123766666668,7.63662940909091,2.14906738257751,0.0419691281788789,0.999988917839134,-4.43125655585292,"PDHA1","pyruvate dehydrogenase E1 subunit alpha 1"
"200983_x_at","200983_x_at","CD59 molecule","CD59","966","","","","602305270F1 NIH_MGC_88 Homo sapiens cDNA clone IMAGE:4396576 5-, mRNA sequence",12386191,"BF983379",NA,NA,"","11p13","Chromosome 11, NC_000011.10 (33703010..33736479, complement)","complement binding///protein binding","COPII vesicle coating///ER to Golgi vesicle-mediated transport///blood coagulation///cell activation///cell surface receptor signaling pathway///negative regulation of activation of membrane attack complex///negative regulation of apoptotic process///positive regulation of T cell proliferation///regulation of complement activation///regulation of complement activation","ER to Golgi transport vesicle membrane///Golgi membrane///anchored component of external side of plasma membrane///cell surface///compact myelin///endoplasmic reticulum membrane///endoplasmic reticulum-Golgi intermediate compartment membrane///extracellular exosome///extracellular space///focal adhesion///membrane///plasma membrane///sarcolemma///vesicle","GO:0001848///GO:0005515","GO:0048208///GO:0006888///GO:0007596///GO:0001775///GO:0007166///GO:0001971///GO:0043066///GO:0042102///GO:0030449///GO:0030449","GO:0012507///GO:0000139///GO:0031362///GO:0009986///GO:0043218///GO:0005789///GO:0033116///GO:0070062///GO:0005615///GO:0005925///GO:0016020///GO:0005886///GO:0042383///GO:0031982",0.678659100000004,7.98661890909091,2.65167839274432,0.0139939531380904,0.999988917839134,-4.34070855784546,"CD59","CD59 molecule (CD59 blood group)"
"200985_s_at","200985_s_at","CD59 molecule","CD59","966","","","","Homo sapiens CD59 molecule (CD59), transcript variant 2, mRNA",187829106,"NM_000611",NA,NA,"","11p13","Chromosome 11, NC_000011.10 (33703010..33736479, complement)","complement binding///protein binding","COPII vesicle coating///ER to Golgi vesicle-mediated transport///blood coagulation///cell activation///cell surface receptor signaling pathway///negative regulation of activation of membrane attack complex///negative regulation of apoptotic process///positive regulation of T cell proliferation///regulation of complement activation///regulation of complement activation","ER to Golgi transport vesicle membrane///Golgi membrane///anchored component of external side of plasma membrane///cell surface///compact myelin///endoplasmic reticulum membrane///endoplasmic reticulum-Golgi intermediate compartment membrane///extracellular exosome///extracellular space///focal adhesion///membrane///plasma membrane///sarcolemma///vesicle","GO:0001848///GO:0005515","GO:0048208///GO:0006888///GO:0007596///GO:0001775///GO:0007166///GO:0001971///GO:0043066///GO:0042102///GO:0030449///GO:0030449","GO:0012507///GO:0000139///GO:0031362///GO:0009986///GO:0043218///GO:0005789///GO:0033116///GO:0070062///GO:0005615///GO:0005925///GO:0016020///GO:0005886///GO:0042383///GO:0031982",0.652665766666667,8.34479131818182,2.14700101302472,0.0421503349618437,0.999988917839134,-4.43161666901544,"CD59","CD59 molecule (CD59 blood group)"
