"PROBEID","ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"203207_s_at","203207_s_at","mitochondrial fission regulator 1","MTFR1","9650","","","","601848574F1 NIH_MGC_55 Homo sapiens cDNA clone IMAGE:4079202 5-, mRNA sequence",11107915,"BF214329",NA,NA,"","8q13.1","Chromosome 8, NC_000008.11 (65643873..65771252)","","aerobic respiration///aerobic respiration///mitochondrial fission///mitochondrial fission///mitochondrion organization","cytoplasm///mitochondrion///mitochondrion///mitochondrion///plasma membrane","","GO:0009060///GO:0009060///GO:0000266///GO:0000266///GO:0007005","GO:0005737///GO:0005739///GO:0005739///GO:0005739///GO:0005886",1.0256876,4.60541563636364,2.48807047219244,0.0202150510944439,0.999963124668809,-4.36515481330826,"MTFR1","mitochondrial fission regulator 1"
"203242_s_at","203242_s_at","PDZ and LIM domain 5","PDLIM5","10611","","","","",NA,"",NA,NA,"","4q22","Chromosome 4, NC_000004.12 (94451857..94668227)","actin binding///actinin binding///cadherin binding involved in cell-cell adhesion///protein N-terminus binding///protein binding///protein kinase C binding///zinc ion binding","cell growth involved in cardiac muscle cell development///cell-cell adhesion///regulation of dendritic spine morphogenesis///regulation of synapse assembly","actin cytoskeleton///cell-cell adherens junction///cytosol///membrane///neuron projection///postsynaptic density///postsynaptic membrane","GO:0003779///GO:0042805///GO:0098641///GO:0047485///GO:0005515///GO:0005080///GO:0008270","GO:0061049///GO:0098609///GO:0061001///GO:0051963","GO:0015629///GO:0005913///GO:0005829///GO:0016020///GO:0043005///GO:0014069///GO:0045211",1.01422333333333,4.74834377272727,2.22491472855294,0.0357848065653324,0.999963124668809,-4.41360771521717,"PDLIM5","PDZ and LIM domain 5"
"203256_at","203256_at","cadherin 3","CDH3","1001","","","","Homo sapiens cadherin 3 (CDH3), transcript variant 1, mRNA",953953833,"NM_001793",NA,NA,"","16q22.1","Chromosome 16, NC_000016.10 (68644820..68727573)","calcium ion binding///molecular_function","adherens junction organization///canonical Wnt signaling pathway///cell adhesion///hair cycle process///homophilic cell adhesion via plasma membrane adhesion molecules///keratinization///negative regulation of catagen///negative regulation of transforming growth factor beta2 production///positive regulation of gene expression///positive regulation of insulin-like growth factor receptor signaling pathway///positive regulation of keratinocyte proliferation///positive regulation of melanin biosynthetic process///positive regulation of melanosome transport///positive regulation of monophenol monooxygenase activity///regulation of hair cycle by canonical Wnt signaling pathway///response to drug///retina homeostasis///single organismal cell-cell adhesion///visual perception///wound healing","cell-cell adherens junction///cytoplasm///integral component of membrane///plasma membrane///plasma membrane","GO:0005509///GO:0003674","GO:0034332///GO:0060070///GO:0007155///GO:0022405///GO:0007156///GO:0031424///GO:0051796///GO:0032912///GO:0010628///GO:0043568///GO:0010838///GO:0048023///GO:1902910///GO:0032773///GO:0060901///GO:0042493///GO:0001895///GO:0016337///GO:0007601///GO:0042060","GO:0005913///GO:0005737///GO:0016021///GO:0005886///GO:0005886",0.771554566666669,4.64444590909091,2.46222822983673,0.0214060541323172,0.999963124668809,-4.369975458172,"CDH3","cadherin 3"
"203283_s_at","203283_s_at","heparan sulfate 2-O-sulfotransferase 1","HS2ST1","9653","","","","",NA,"",NA,NA,"","1p22.3","Chromosome 1, NC_000001.11 (86914652..87109998)","heparan sulfate 2-O-sulfotransferase activity","glycosaminoglycan biosynthetic process","Golgi membrane///integral component of membrane///membrane","GO:0004394","GO:0006024","GO:0000139///GO:0016021///GO:0016020",0.717757433333334,3.410555,2.48642572465621,0.0202889837602473,0.999963124668809,-4.36546195481537,"HS2ST1","heparan sulfate 2-O-sulfotransferase 1"
"203318_s_at","203318_s_at","zinc finger protein 148","ZNF148","7707","","","","Homo sapiens zinc finger protein 148 (ZNF148), mRNA",145386565,"NM_021964",NA,NA,"","3q21","Chromosome 3, NC_000003.12 (125225669..125375354, complement)","RNA polymerase II core promoter proximal region sequence-specific DNA binding///metal ion binding///protein binding///sequence-specific DNA binding///transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding","cellular defense response///gamete generation///negative regulation of gene expression///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///positive regulation of transcription from RNA polymerase II promoter///protein complex assembly///substantia nigra development///transcription from RNA polymerase II promoter","Golgi apparatus///nucleoplasm","GO:0000978///GO:0046872///GO:0005515///GO:0043565///GO:0001078","GO:0006968///GO:0007276///GO:0010629///GO:0000122///GO:0045892///GO:0045944///GO:0006461///GO:0021762///GO:0006366","GO:0005794///GO:0005654",0.720264000000002,7.35216559090909,2.55255027392479,0.0175062580520546,0.999963124668809,-4.35308139815882,"ZNF148","zinc finger protein 148"
"203328_x_at","203328_x_at","insulin degrading enzyme","IDE","3416","","","","Homo sapiens insulin degrading enzyme (IDE), transcript variant 1, mRNA",260099674,"NM_004969",NA,NA,"","10q23-q25","Chromosome 10, NC_000010.11 (92451684..92574484, complement)","ATP binding///ATPase activity///beta-amyloid binding///beta-endorphin binding///glycoprotein binding///insulin binding///insulin binding///metalloendopeptidase activity///peptide binding///protein binding///protein homodimerization activity///receptor binding///ubiquitin binding///virus receptor activity///zinc ion binding","beta-amyloid metabolic process///bradykinin catabolic process///determination of adult lifespan///hormone catabolic process///insulin catabolic process///insulin metabolic process///insulin receptor signaling pathway///negative regulation of proteolysis///positive regulation of protein oligomerization///protein heterooligomerization///protein homooligomerization///protein homotetramerization///protein processing///proteolysis///proteolysis involved in cellular protein catabolic process///ubiquitin homeostasis///viral entry into host cell","cell surface///cytoplasm///cytosol///cytosolic proteasome complex///extracellular space///mitochondrion///nucleoplasm///nucleus///NOT nucleus///peroxisomal matrix///peroxisome///plasma membrane","GO:0005524///GO:0016887///GO:0001540///GO:0031626///GO:0001948///GO:0043559///GO:0043559///GO:0004222///GO:0042277///GO:0005515///GO:0042803///GO:0005102///GO:0043130///GO:0001618///GO:0008270","GO:0050435///GO:0010815///GO:0008340///GO:0042447///GO:1901143///GO:1901142///GO:0008286///GO:0045861///GO:0032461///GO:0051291///GO:0051260///GO:0051289///GO:0016485///GO:0006508///GO:0051603///GO:0010992///GO:0046718","GO:0009986///GO:0005737///GO:0005829///GO:0031597///GO:0005615///GO:0005739///GO:0005654///GO:0005634///NOT GO:0005634///GO:0005782///GO:0005777///GO:0005886",0.658509033333335,4.18295822727273,2.19392122438575,0.0382047556915773,0.999963124668809,-4.41920261431739,"IDE","insulin degrading enzyme"
"203346_s_at","203346_s_at","metal response element binding transcription factor 2","MTF2","22823","","","","Homo sapiens PHD finger DNA binding protein isoform 1 (M96) mRNA, alternatively spliced, complete cds",3342451,"AF072814",NA,NA,"","1p22.1","Chromosome 1, NC_000001.11 (93079219..93139081)","DNA binding///methylated histone binding///zinc ion binding","covalent chromatin modification///negative regulation of gene expression, epigenetic///negative regulation of histone H3-K27 methylation///negative regulation of transcription from RNA polymerase II promoter///positive regulation of histone H3-K27 methylation///positive regulation of transcription from RNA polymerase II promoter///segment specification///stem cell differentiation///stem cell population maintenance","colocalizes_with ESC/E(Z) complex///cytoplasm///nucleoplasm///nucleus","GO:0003677///GO:0035064///GO:0008270","GO:0016569///GO:0045814///GO:0061086///GO:0000122///GO:0061087///GO:0045944///GO:0007379///GO:0048863///GO:0019827","colocalizes_with GO:0035098///GO:0005737///GO:0005654///GO:0005634",0.898815000000002,7.33223095454545,2.44508340869969,0.022231713120827,0.999963124668809,-4.37316737621571,"MTF2","metal response element binding transcription factor 2"
"203371_s_at","203371_s_at","NADH:ubiquinone oxidoreductase subunit B3","NDUFB3","4709","","","","Homo sapiens NADH:ubiquinone oxidoreductase subunit B3 (NDUFB3), transcript variant 1, mRNA",161169037,"NM_002491",NA,NA,"","2q31.3","Chromosome 2, NC_000002.12 (201071739..201085750)","NADH dehydrogenase (ubiquinone) activity","mitochondrial electron transport, NADH to ubiquinone///mitochondrial electron transport, NADH to ubiquinone///mitochondrial respiratory chain complex I assembly","extracellular exosome///integral component of membrane///mitochondrial inner membrane///mitochondrial respiratory chain complex I///mitochondrial respiratory chain complex I","GO:0008137","GO:0006120///GO:0006120///GO:0032981","GO:0070062///GO:0016021///GO:0005743///GO:0005747///GO:0005747",-0.772284866666662,6.52209159090909,-2.19498872384084,0.0381190038928236,0.999963124668809,-4.41901037625312,"NDUFB3","NADH:ubiquinone oxidoreductase subunit B3"
"203389_at","203389_at","kinesin family member 3C","KIF3C","3797","","","","Homo sapiens kinesin-related protein (KIF3C) mRNA, complete cds",2815621,"AF035621",NA,NA,"","2p23","Chromosome 2, NC_000002.12 (25926586..25982574, complement)","ATP binding///ATPase activity///microtubule binding///microtubule motor activity///motor activity","antigen processing and presentation of exogenous peptide antigen via MHC class II///microtubule-based movement///microtubule-based movement///organelle transport along microtubule///retrograde vesicle-mediated transport, Golgi to ER","ciliary tip///cytosol///kinesin complex///microtubule///primary cilium","GO:0005524///GO:0016887///GO:0008017///GO:0003777///GO:0003774","GO:0019886///GO:0007018///GO:0007018///GO:0072384///GO:0006890","GO:0097542///GO:0005829///GO:0005871///GO:0005874///GO:0072372",-0.848079199999997,7.52472122727273,-2.08107076780993,0.0483137567232469,0.999963124668809,-4.43932264838493,"KIF3C","kinesin family member 3C"
"203428_s_at","203428_s_at","anti-silencing function 1A histone chaperone","ASF1A","25842","","","","Homo sapiens mRNA for CIA, complete cds",8439508,"AB028628",NA,NA,"","6q22.31","Chromosome 6, NC_000006.12 (118894077..118909171)","chromatin binding///histone binding///protein binding","DNA repair///DNA replication-dependent nucleosome assembly///DNA replication-independent nucleosome assembly///covalent chromatin modification///muscle cell differentiation///negative regulation of chromatin silencing///nucleosome assembly///osteoblast differentiation///transcription, DNA-templated","nuclear chromatin///nucleoplasm///nucleus///nucleus///protein complex","GO:0003682///GO:0042393///GO:0005515","GO:0006281///GO:0006335///GO:0006336///GO:0016569///GO:0042692///GO:0031936///GO:0006334///GO:0001649///GO:0006351","GO:0000790///GO:0005654///GO:0005634///GO:0005634///GO:0043234",0.893899600000002,6.18078222727273,2.49320575661143,0.0199858211533357,0.999963124668809,-4.36419556672798,"ASF1A","anti-silencing function 1A histone chaperone"
"203474_at","203474_at","IQ motif containing GTPase activating protein 2","IQGAP2","10788","","","","Homo sapiens IQ motif containing GTPase activating protein 2 (IQGAP2), transcript variant 1, mRNA",550544222,"NM_006633",NA,NA,"","5q13.3","Chromosome 5, NC_000005.10 (76403255..76708132)","Arp2/3 complex binding///GTPase inhibitor activity///Rac GTPase binding///Rho GTPase binding///actin binding///actin filament binding///calmodulin binding///phosphatidylinositol-3,4,5-trisphosphate binding","Arp2/3 complex-mediated actin nucleation///negative regulation of GTPase activity///signal transduction///thrombin receptor signaling pathway","actin cytoskeleton///cell surface///cytoplasm///cytosol///extracellular exosome///colocalizes_with filamentous actin///filopodium///lamellipodium///microvillus","GO:0071933///GO:0005095///GO:0048365///GO:0017048///GO:0003779///GO:0051015///GO:0005516///GO:0005547","GO:0034314///GO:0034260///GO:0007165///GO:0070493","GO:0015629///GO:0009986///GO:0005737///GO:0005829///GO:0070062///colocalizes_with GO:0031941///GO:0030175///GO:0030027///GO:0005902",0.620486400000002,3.35993004545455,2.10859966914227,0.0456483379416627,0.999963124668809,-4.43445318852983,"IQGAP2","IQ motif containing GTPase activating protein 2"
"203504_s_at","203504_s_at","ATP binding cassette subfamily A member 1","ABCA1","19","","","","Homo sapiens ATP binding cassette subfamily A member 1 (ABCA1), mRNA",315013575,"NM_005502",NA,NA,"","9q31.1","Chromosome 9, NC_000009.12 (104781002..104928246, complement)","ATP binding///ATPase activity, coupled to transmembrane movement of substances///ATPase binding///anion transmembrane transporter activity///apolipoprotein A-I binding///apolipoprotein A-I receptor activity///apolipoprotein binding///cholesterol binding///cholesterol transporter activity///phospholipid binding///phospholipid transporter activity///protein binding///receptor binding///small GTPase binding///syntaxin binding","G-protein coupled receptor signaling pathway///anion transmembrane transport///apolipoprotein A-I-mediated signaling pathway///cellular response to cholesterol///cellular response to lipopolysaccharide///cellular response to retinoic acid///cholesterol efflux///cholesterol efflux///cholesterol homeostasis///cholesterol metabolic process///endosomal transport///high-density lipoprotein particle assembly///interleukin-1 beta secretion///intracellular cholesterol transport///lipoprotein metabolic process///lysosome organization///negative regulation of cholesterol storage///negative regulation of macrophage derived foam cell differentiation///peptide secretion///phagocytosis, engulfment///phospholipid efflux///phospholipid efflux///phospholipid homeostasis///phospholipid translocation///platelet dense granule organization///positive regulation of cAMP biosynthetic process///positive regulation of cholesterol efflux///protein lipidation///regulation of Cdc42 protein signal transduction///response to drug///response to laminar fluid shear stress///response to low-density lipoprotein particle///response to nutrient///reverse cholesterol transport","Golgi apparatus///endocytic vesicle///endoplasmic reticulum membrane///external side of plasma membrane///high-density lipoprotein particle///integral component of plasma membrane///membrane raft///perinuclear region of cytoplasm///phagocytic vesicle///plasma membrane///plasma membrane","GO:0005524///GO:0042626///GO:0051117///GO:0008509///GO:0034186///GO:0034188///GO:0034185///GO:0015485///GO:0017127///GO:0005543///GO:0005548///GO:0005515///GO:0005102///GO:0031267///GO:0019905","GO:0007186///GO:0098656///GO:0038027///GO:0071397///GO:0071222///GO:0071300///GO:0033344///GO:0033344///GO:0042632///GO:0008203///GO:0016197///GO:0034380///GO:0050702///GO:0032367///GO:0042157///GO:0007040///GO:0010887///GO:0010745///GO:0002790///GO:0006911///GO:0033700///GO:0033700///GO:0055091///GO:0045332///GO:0060155///GO:0030819///GO:0010875///GO:0006497///GO:0032489///GO:0042493///GO:0034616///GO:0055098///GO:0007584///GO:0043691","GO:0005794///GO:0030139///GO:0005789///GO:0009897///GO:0034364///GO:0005887///GO:0045121///GO:0048471///GO:0045335///GO:0005886///GO:0005886",0.575833466666668,4.65259236363636,2.27120415212488,0.0324287827779306,0.999963124668809,-4.40520171339339,"ABCA1","ATP binding cassette subfamily A member 1"
"203548_s_at","203548_s_at","lipoprotein lipase","LPL","4023","","","","602152854F1 NIH_MGC_81 Homo sapiens cDNA clone IMAGE:4294021 5-, mRNA sequence",11946870,"BF672975",NA,NA,"","8p22","Chromosome 8, NC_000008.11 (19939071..19967259)","apolipoprotein binding///heparin binding///lipoprotein lipase activity///lipoprotein lipase activity///lipoprotein lipase activity///phospholipase activity///protein binding///receptor binding///triglyceride binding///triglyceride lipase activity///triglyceride lipase activity","cholesterol homeostasis///chylomicron remodeling///fatty acid biosynthetic process///fatty acid biosynthetic process///fatty acid biosynthetic process///lipoprotein metabolic process///phospholipid metabolic process///positive regulation of chemokine secretion///positive regulation of cholesterol storage///positive regulation of inflammatory response///positive regulation of macrophage derived foam cell differentiation///positive regulation of sequestering of triglyceride///response to cold///response to drug///response to glucose///retinoid metabolic process///triglyceride biosynthetic process///triglyceride catabolic process///triglyceride catabolic process///triglyceride homeostasis///triglyceride metabolic process///very-low-density lipoprotein particle remodeling///very-low-density lipoprotein particle remodeling","anchored component of membrane///cell surface///chylomicron///extracellular exosome///extracellular matrix///extracellular region///extracellular space///plasma membrane///very-low-density lipoprotein particle","GO:0034185///GO:0008201///GO:0004465///GO:0004465///GO:0004465///GO:0004620///GO:0005515///GO:0005102///GO:0017129///GO:0004806///GO:0004806","GO:0042632///GO:0034371///GO:0006633///GO:0006633///GO:0006633///GO:0042157///GO:0006644///GO:0090197///GO:0010886///GO:0050729///GO:0010744///GO:0010890///GO:0009409///GO:0042493///GO:0009749///GO:0001523///GO:0019432///GO:0019433///GO:0019433///GO:0070328///GO:0006641///GO:0034372///GO:0034372","GO:0031225///GO:0009986///GO:0042627///GO:0070062///GO:0031012///GO:0005576///GO:0005615///GO:0005886///GO:0034361",0.798995400000003,5.70002695454545,2.09159279177019,0.0472789882010836,0.999963124668809,-4.43746455336188,"LPL","lipoprotein lipase"
"203588_s_at","203588_s_at","transcription factor Dp-2","TFDP2","7029","","","","602302213F1 NIH_MGC_87 Homo sapiens cDNA clone IMAGE:4403787 5-, mRNA sequence",12427528,"BG034328",NA,NA,"","3q23","Chromosome 3, NC_000003.12 (141944428..142149544, complement)","DNA binding///RNA polymerase II transcription factor activity, sequence-specific DNA binding///protein binding///protein domain specific binding///transcription cofactor activity///transcription factor activity, sequence-specific DNA binding///transcription factor binding","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest///negative regulation of transcription, DNA-templated///positive regulation of transcription from RNA polymerase II promoter///regulation of transcription from RNA polymerase II promoter///transcription, DNA-templated","nucleoplasm///nucleus///transcription factor complex","GO:0003677///GO:0000981///GO:0005515///GO:0019904///GO:0003712///GO:0003700///GO:0008134","GO:0006977///GO:0045892///GO:0045944///GO:0006357///GO:0006351","GO:0005654///GO:0005634///GO:0005667",0.659200333333334,6.09489036363636,2.16371749055162,0.0407043902491045,0.999963124668809,-4.42462755487411,"TFDP2","transcription factor Dp-2"
"203636_at","203636_at","midline 1","MID1","4281","","","","601649050F1 NIH_MGC_73 Homo sapiens cDNA clone IMAGE:3932868 5-, mRNA sequence",10578237,"BE967532",NA,NA,"","Xp22","Chromosome X, NC_000023.11 (10445310..11111264, complement)","identical protein binding///ligase activity///microtubule binding///phosphoprotein binding///protein binding///protein heterodimerization activity///protein homodimerization activity///ubiquitin protein ligase binding///zinc ion binding","interferon-gamma-mediated signaling pathway///microtubule cytoskeleton organization///negative regulation of microtubule depolymerization///pattern specification process///positive regulation of stress-activated MAPK cascade///protein localization to microtubule","colocalizes_with cytoplasmic microtubule///cytosol///microtubule///microtubule associated complex///spindle","GO:0042802///GO:0016874///GO:0008017///GO:0051219///GO:0005515///GO:0046982///GO:0042803///GO:0031625///GO:0008270","GO:0060333///GO:0000226///GO:0007026///GO:0007389///GO:0032874///GO:0035372","colocalizes_with GO:0005881///GO:0005829///GO:0005874///GO:0005875///GO:0005819",0.740059500000004,5.43994445454545,2.1967195967405,0.0379803333198475,0.999963124668809,-4.41869860453091,"MID1","midline 1"
"203665_at","203665_at","heme oxygenase 1","HMOX1","3162","","","","Homo sapiens heme oxygenase 1 (HMOX1), mRNA",298676487,"NM_002133",NA,NA,"","22q13.1","Chromosome 22, NC_000022.11 (35381067..35394214)","enzyme binding///heme binding///heme oxygenase (decyclizing) activity///heme oxygenase (decyclizing) activity///heme oxygenase (decyclizing) activity///metal ion binding///phospholipase D activity///protein binding///protein homodimerization activity///signal transducer activity","angiogenesis///cell death///cellular iron ion homeostasis///cellular iron ion homeostasis///cellular response to arsenic-containing substance///cellular response to cadmium ion///cellular response to heat///cellular response to hypoxia///cellular response to nutrient///endothelial cell proliferation///erythrocyte homeostasis///excretion///heme catabolic process///heme catabolic process///heme oxidation///intracellular signal transduction///intrinsic apoptotic signaling pathway in response to DNA damage///iron ion homeostasis///iron ion homeostasis///low-density lipoprotein particle clearance///negative regulation of DNA binding///negative regulation of extrinsic apoptotic signaling pathway via death domain receptors///negative regulation of leukocyte migration///negative regulation of mast cell cytokine production///negative regulation of mast cell degranulation///negative regulation of muscle cell apoptotic process///negative regulation of neuron apoptotic process///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of smooth muscle cell proliferation///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of angiogenesis///positive regulation of chemokine biosynthetic process///positive regulation of smooth muscle cell proliferation///positive regulation of vasodilation///protein homooligomerization///regulation of angiogenesis///regulation of blood pressure///regulation of sequence-specific DNA binding transcription factor activity///regulation of transcription from RNA polymerase II promoter in response to iron///regulation of transcription from RNA polymerase II promoter in response to oxidative stress///response to estrogen///response to hydrogen peroxide///response to nicotine///response to oxidative stress///small GTPase mediated signal transduction///smooth muscle hyperplasia///wound healing involved in inflammatory response","caveola///cytosol///endoplasmic reticulum///endoplasmic reticulum///endoplasmic reticulum membrane///extracellular space///membrane///nucleolus///nucleus///perinuclear region of cytoplasm","GO:0019899///GO:0020037///GO:0004392///GO:0004392///GO:0004392///GO:0046872///GO:0004630///GO:0005515///GO:0042803///GO:0004871","GO:0001525///GO:0008219///GO:0006879///GO:0006879///GO:0071243///GO:0071276///GO:0034605///GO:0071456///GO:0031670///GO:0001935///GO:0034101///GO:0007588///GO:0042167///GO:0042167///GO:0006788///GO:0035556///GO:0008630///GO:0055072///GO:0055072///GO:0034383///GO:0043392///GO:1902042///GO:0002686///GO:0032764///GO:0043305///GO:0010656///GO:0043524///GO:0043433///GO:0048662///GO:0043123///GO:0045766///GO:0045080///GO:0048661///GO:0045909///GO:0051260///GO:0045765///GO:0008217///GO:0051090///GO:0034395///GO:0043619///GO:0043627///GO:0042542///GO:0035094///GO:0006979///GO:0007264///GO:0014806///GO:0002246","GO:0005901///GO:0005829///GO:0005783///GO:0005783///GO:0005789///GO:0005615///GO:0016020///GO:0005730///GO:0005634///GO:0048471",0.845734300000001,4.57547154545455,2.55874878577697,0.0172644960767023,0.999963124668809,-4.35191766248546,"HMOX1","heme oxygenase 1"
"203699_s_at","203699_s_at","deiodinase, iodothyronine, type II","DIO2","1734","","","","Human type II iodothyronine deiodinase mRNA, complete cds",1518541,"U53506",NA,NA,"","14q24.2-q24.3","Chromosome 14, NC_000014.9 (80197525..80231054, complement)","selenium binding///thyroxine 5'-deiodinase activity///thyroxine 5'-deiodinase activity///ubiquitin protein ligase binding","hormone biosynthetic process///oxidation-reduction process///selenocysteine incorporation///thyroid hormone generation///thyroid hormone metabolic process","integral component of membrane///membrane///plasma membrane","GO:0008430///GO:0004800///GO:0004800///GO:0031625","GO:0042446///GO:0055114///GO:0001514///GO:0006590///GO:0042403","GO:0016021///GO:0016020///GO:0005886",1.05630783333334,5.13650604545455,2.71900649092569,0.0119977976974907,0.999963124668809,-4.32168335983966,"DIO2","iodothyronine deiodinase 2"
"203706_s_at","203706_s_at","frizzled class receptor 7","FZD7","8324","","","","Homo sapiens frizzled class receptor 7 (FZD7), mRNA",4503832,"NM_003507",NA,NA,"","2q33","Chromosome 2, NC_000002.12 (202034587..202038437)","G-protein coupled receptor activity///PDZ domain binding///Wnt-activated receptor activity///Wnt-activated receptor activity///Wnt-protein binding///Wnt-protein binding///frizzled binding///protein binding","G-protein coupled receptor signaling pathway///T cell differentiation in thymus///Wnt signaling pathway, planar cell polarity pathway///Wnt signaling pathway, planar cell polarity pathway///canonical Wnt signaling pathway///canonical Wnt signaling pathway///cellular response to retinoic acid///mesenchymal to epithelial transition///negative regulation of cell-substrate adhesion///negative regulation of ectodermal cell fate specification///neuron differentiation///non-canonical Wnt signaling pathway via JNK cascade///positive regulation of JNK cascade///positive regulation of epithelial cell proliferation involved in wound healing///positive regulation of phosphorylation///positive regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated///regulation of catenin import into nucleus///regulation of transcription, DNA-templated///skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration///somatic stem cell division///stem cell population maintenance///substrate adhesion-dependent cell spreading","integral component of membrane///plasma membrane///plasma membrane","GO:0004930///GO:0030165///GO:0042813///GO:0042813///GO:0017147///GO:0017147///GO:0005109///GO:0005515","GO:0007186///GO:0033077///GO:0060071///GO:0060071///GO:0060070///GO:0060070///GO:0071300///GO:0060231///GO:0010812///GO:0042666///GO:0030182///GO:0038031///GO:0046330///GO:0060054///GO:0042327///GO:0045893///GO:0045893///GO:0035412///GO:0006355///GO:0014834///GO:0048103///GO:0019827///GO:0034446","GO:0016021///GO:0005886///GO:0005886",0.986508800000001,4.50428709090909,2.3043921029754,0.0302018391652317,0.999963124668809,-4.39914041961024,"FZD7","frizzled class receptor 7"
"203723_at","203723_at","inositol-trisphosphate 3-kinase B","ITPKB","3707","","","","Homo sapiens inositol-trisphosphate 3-kinase B (ITPKB), mRNA",194272160,"NM_002221",NA,NA,"","1q42.13","Chromosome 1, NC_000001.11 (226631690..226739327, complement)","ATP binding///calmodulin binding///inositol-1,4,5-trisphosphate 3-kinase activity///inositol-1,4,5-trisphosphate 3-kinase activity///protein binding","MAPK cascade///cell surface receptor signaling pathway///cellular response to calcium ion///common myeloid progenitor cell proliferation///inositol phosphate metabolic process///inositol trisphosphate metabolic process///myeloid cell homeostasis///negative regulation of myeloid cell differentiation///negative regulation of neutrophil apoptotic process///positive regulation of Ras protein signal transduction///positive regulation of alpha-beta T cell differentiation///positive thymic T cell selection///regulation of protein phosphorylation///signal transduction","cytosol///membrane///nucleus","GO:0005524///GO:0005516///GO:0008440///GO:0008440///GO:0005515","GO:0000165///GO:0007166///GO:0071277///GO:0035726///GO:0043647///GO:0032957///GO:0002262///GO:0045638///GO:0033030///GO:0046579///GO:0046638///GO:0045059///GO:0001932///GO:0007165","GO:0005829///GO:0016020///GO:0005634",0.8359367,7.812452,2.3867317899312,0.0252672998502377,0.999963124668809,-4.38398999750904,"ITPKB","inositol-trisphosphate 3-kinase B"
"203725_at","203725_at","growth arrest and DNA damage inducible alpha","GADD45A","1647","","","","Homo sapiens growth arrest and DNA damage inducible alpha (GADD45A), transcript variant 1, mRNA",315075321,"NM_001924",NA,NA,"","1p31.2","Chromosome 1, NC_000001.11 (67685177..67688338)","core promoter binding///protein binding","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest///DNA repair///G2/M transition of mitotic cell cycle///activation of MAPKKK activity///apoptotic process///cell cycle arrest///cellular response to ionizing radiation///cellular response to mechanical stimulus///centrosome cycle///mitotic cell cycle arrest///negative regulation of protein kinase activity///positive regulation of JNK cascade///positive regulation of apoptotic process///positive regulation of p38MAPK cascade///positive regulation of reactive oxygen species metabolic process///regulation of cyclin-dependent protein serine/threonine kinase activity///signal transduction in response to DNA damage","cytoplasm///nucleoplasm///nucleoplasm///nucleus","GO:0001047///GO:0005515","GO:0006977///GO:0006281///GO:0000086///GO:0000185///GO:0006915///GO:0007050///GO:0071479///GO:0071260///GO:0007098///GO:0071850///GO:0006469///GO:0046330///GO:0043065///GO:1900745///GO:2000379///GO:0000079///GO:0042770","GO:0005737///GO:0005654///GO:0005654///GO:0005634",0.661312766666668,6.18008877272727,2.14730502361797,0.0421236311842197,0.999963124668809,-4.42756360206492,"GADD45A","growth arrest and DNA damage inducible alpha"
"203786_s_at","203786_s_at","tumor protein D52-like 1","TPD52L1","7164","","","","Homo sapiens tumor protein D52-like 1 (TPD52L1), transcript variant 1, mRNA",974141144,"NM_003287",NA,NA,"","6q22-q23","Chromosome 6, NC_000006.12 (125153483..125264407)","identical protein binding///protein binding///protein heterodimerization activity///protein homodimerization activity","G2/M transition of mitotic cell cycle///positive regulation of JNK cascade///positive regulation of MAP kinase activity///positive regulation of apoptotic signaling pathway","cytoplasm///perinuclear region of cytoplasm","GO:0042802///GO:0005515///GO:0046982///GO:0042803","GO:0000086///GO:0046330///GO:0043406///GO:2001235","GO:0005737///GO:0048471",1.06066233333333,6.46097959090909,2.32406558877742,0.0289485801879984,0.999963124668809,-4.39553456470841,"TPD52L1","TPD52 like 1"
